date,y_3month,y_2year,y_5year,y_7year,y_10year,y_30year,federal_funds_rate
2021-05-05,0.02,0.16,0.80,1.25,1.59,2.25,0.06
2021-05-04,0.02,0.16,0.82,1.28,1.61,2.27,0.06
2021-05-03,0.04,0.16,0.84,1.29,1.63,2.30,0.06
2021-04-30,0.01,0.16,0.86,1.32,1.65,2.30,0.05
2021-04-29,0.01,0.16,0.86,1.32,1.65,2.31,0.06
2021-04-28,0.01,0.17,0.86,1.31,1.63,2.29,0.07
2021-04-27,0.01,0.17,0.88,1.32,1.63,2.29,0.07
2021-04-26,0.03,0.18,0.85,1.27,1.58,2.24,0.07
2021-04-23,0.03,0.16,0.83,1.26,1.58,2.25,0.07
2021-04-22,0.03,0.16,0.81,1.24,1.57,2.24,0.07
2021-04-21,0.03,0.15,0.81,1.24,1.57,2.26,0.07
2021-04-20,0.03,0.15,0.81,1.25,1.58,2.27,0.07
2021-04-19,0.02,0.16,0.85,1.28,1.61,2.29,0.07
2021-04-16,0.02,0.16,0.84,1.26,1.59,2.26,0.07
2021-04-15,0.02,0.16,0.81,1.24,1.56,2.23,0.07
2021-04-14,0.02,0.16,0.87,1.31,1.64,2.32,0.07
2021-04-13,0.03,0.16,0.85,1.29,1.64,2.32,0.07
2021-04-12,0.02,0.18,0.89,1.35,1.69,2.34,0.07
2021-04-09,0.02,0.16,0.87,1.33,1.67,2.34,0.07
2021-04-08,0.01,0.14,0.85,1.30,1.64,2.32,0.07
2021-04-07,0.02,0.16,0.87,1.34,1.68,2.35,0.07
2021-04-06,0.02,0.16,0.88,1.34,1.67,2.32,0.07
2021-04-05,0.03,0.17,0.94,1.40,1.73,2.36,0.07
2021-04-02,0.02,0.19,0.97,1.42,1.72,2.35,0.07
2021-04-01,0.02,0.17,0.90,1.37,1.69,2.34,0.07
2021-03-31,0.03,0.16,0.92,1.40,1.74,2.41,0.06
2021-03-30,0.02,0.16,0.90,1.39,1.73,2.38,0.07
2021-03-29,0.03,0.14,0.89,1.37,1.73,2.43,0.07
2021-03-26,0.02,0.14,0.85,1.32,1.67,2.37,0.07
2021-03-25,0.02,0.14,0.82,1.29,1.63,2.34,0.07
2021-03-24,0.02,0.14,0.83,1.27,1.62,2.31,0.07
2021-03-23,0.01,0.15,0.83,1.29,1.63,2.34,0.07
2021-03-22,0.03,0.15,0.87,1.34,1.69,2.38,0.07
2021-03-19,0.01,0.16,0.90,1.38,1.74,2.45,0.07
2021-03-18,0.01,0.16,0.86,1.35,1.71,2.45,0.07
2021-03-17,0.02,0.13,0.80,1.27,1.63,2.42,0.07
2021-03-16,0.02,0.15,0.83,1.28,1.62,2.38,0.07
2021-03-15,0.04,0.14,0.84,1.28,1.62,2.37,0.07
2021-03-12,0.04,0.14,0.85,1.30,1.64,2.40,0.07
2021-03-11,0.04,0.14,0.78,1.20,1.54,2.29,0.07
2021-03-10,0.04,0.16,0.80,1.20,1.53,2.24,0.07
2021-03-09,0.05,0.17,0.83,1.23,1.55,2.26,0.07
2021-03-08,0.05,0.17,0.86,1.28,1.59,2.31,0.07
2021-03-05,0.04,0.14,0.79,1.23,1.56,2.28,0.07
2021-03-04,0.04,0.14,0.77,1.21,1.54,2.30,0.07
2021-03-03,0.05,0.14,0.73,1.14,1.47,2.25,0.07
2021-03-02,0.04,0.13,0.67,1.08,1.42,2.21,0.07
2021-03-01,0.05,0.13,0.71,1.12,1.45,2.23,0.07
2021-02-26,0.04,0.14,0.75,1.15,1.44,2.17,0.07
2021-02-25,0.04,0.17,0.81,1.23,1.54,2.33,0.07
2021-02-24,0.03,0.12,0.62,1.02,1.38,2.24,0.07
2021-02-23,0.04,0.11,0.59,1.00,1.37,2.21,0.07
2021-02-22,0.03,0.11,0.61,1.00,1.37,2.19,0.07
2021-02-19,0.04,0.11,0.59,0.98,1.34,2.14,0.07
2021-02-18,0.03,0.11,0.56,0.94,1.29,2.08,0.07
2021-02-17,0.04,0.11,0.57,0.94,1.29,2.06,0.08
2021-02-16,0.04,0.13,0.57,0.94,1.30,2.08,0.08
2021-02-15,.,.,.,.,.,.,0.08
2021-02-12,0.04,0.11,0.50,0.85,1.20,2.01,0.08
2021-02-11,0.05,0.11,0.46,0.81,1.16,1.94,0.08
2021-02-10,0.05,0.11,0.46,0.80,1.15,1.92,0.08
2021-02-09,0.04,0.11,0.48,0.83,1.18,1.95,0.08
2021-02-08,0.05,0.11,0.48,0.83,1.19,1.96,0.07
2021-02-05,0.03,0.09,0.47,0.83,1.19,1.97,0.08
2021-02-04,0.04,0.11,0.46,0.81,1.15,1.93,0.08
2021-02-03,0.04,0.11,0.46,0.81,1.15,1.92,0.08
2021-02-02,0.07,0.11,0.45,0.79,1.12,1.87,0.08
2021-02-01,0.07,0.11,0.42,0.76,1.09,1.84,0.08
2021-01-29,0.06,0.11,0.45,0.79,1.11,1.87,0.07
2021-01-28,0.07,0.12,0.42,0.75,1.07,1.81,0.07
2021-01-27,0.08,0.12,0.41,0.72,1.04,1.79,0.08
2021-01-26,0.07,0.11,0.42,0.74,1.05,1.80,0.08
2021-01-25,0.09,0.13,0.42,0.73,1.05,1.80,0.08
2021-01-22,0.08,0.13,0.44,0.77,1.10,1.85,0.08
2021-01-21,0.09,0.13,0.45,0.79,1.12,1.87,0.08
2021-01-20,0.08,0.13,0.45,0.78,1.10,1.84,0.09
2021-01-19,0.09,0.14,0.45,0.78,1.10,1.84,0.09
2021-01-18,.,.,.,.,.,.,0.09
2021-01-15,0.09,0.13,0.46,0.78,1.11,1.85,0.09
2021-01-14,0.09,0.16,0.49,0.82,1.15,1.88,0.09
2021-01-13,0.09,0.14,0.48,0.80,1.10,1.82,0.09
2021-01-12,0.09,0.14,0.50,0.83,1.15,1.88,0.09
2021-01-11,0.08,0.14,0.50,0.84,1.15,1.88,0.09
2021-01-08,0.08,0.14,0.49,0.81,1.13,1.87,0.09
2021-01-07,0.09,0.14,0.46,0.78,1.08,1.85,0.09
2021-01-06,0.09,0.14,0.43,0.74,1.04,1.81,0.09
2021-01-05,0.09,0.13,0.38,0.66,0.96,1.70,0.09
2021-01-04,0.09,0.11,0.36,0.64,0.93,1.66,0.09
2021-01-01,.,.,.,.,.,.,0.09
